_row_id,product_type,price,sales_volume,rating,reviews_numeric,predicted_baseline,predicted_modified,sales_lift_absolute,sales_lift_percentage,new_price,original_price,revenue_baseline,revenue_modified,revenue_lift_percentage,unit_economics_score
0,Kem chống nắng vật lý,350.89,4579.0,2.9,866.0,4292.398705081217,4306.112613359923,13.713908278706185,0.319492880809792,385.97900000000004,350.89,1506159.781625948,1662069.0403920498,10.351442168890797,10.511188609295694
1,Kem chống nắng vật lý,286.54,241.0,5.0,998.0,593.6348292152625,705.4948924336533,111.86006321839079,18.843244653663735,315.1940000000001,286.54,170100.12396334132,222367.75712573295,30.72756911903013,40.149191445861995
2,Thực phẩm sạch,115.83,2383.0,2.5,934.0,2193.6052057253496,2228.6412057253497,35.03600000000006,1.5971880404256635,127.41300000000001,115.83,254085.29097916724,283957.861945084,11.756906844468242,12.555500864681074
3,Mỹ phẩm tự nhiên,162.87,228.0,1.5,888.0,427.62554518327437,537.8536722395512,110.22812705627683,25.776787261162003,179.157,162.87,69647.3725439999,96360.25035742128,38.3544659872782,51.2428596178592
4,Kem chống nắng vật lý,482.05,2166.0,2.3,272.0,2387.3632000920493,2729.138421726665,341.7752216346157,14.316012813694956,530.2550000000001,482.05,1150828.4306043724,1447139.293812673,25.747614095064474,32.905620501911955
5,Nước hoa nữ,188.57,4555.0,3.0,635.0,3929.6950751042227,3801.21257399272,-128.48250111150264,-3.2695285169955595,207.42700000000002,188.57,741022.6003124033,788474.120585588,6.4035186313048955,4.768754372807116
6,Sản phẩm chăm sóc thú cưng,459.99,285.0,1.9,221.0,409.250641025641,537.26,128.00935897435897,31.278963584161794,505.98900000000003,459.99,188251.2023653846,271847.65014000004,44.406859942578,60.046341734658895
7,Điện thoại thông minh,365.37,1327.0,2.5,109.0,2366.7310082377935,2580.7410628412044,214.01005460341094,9.0424325307149,401.90700000000004,365.37,864732.5084798426,1037217.89834332,19.9466757837864,24.46789204914385
8,Nước tẩy trang,456.59,1795.0,3.4,247.0,1864.5279920915948,2133.1080696301706,268.5800775385758,14.40472219659665,502.249,456.59,851324.8359091012,1071351.3948636835,25.845194416256323,33.047555514554645
9,Bột ăn dặm,177.76,1311.0,1.1,509.0,1468.1928857825185,1489.0824208099907,20.88953502747222,1.4228059017149166,195.536,177.76,260985.9673767005,291169.22023550235,11.56508649188641,12.276489442743868
10,Đồ gỗ,449.28,2691.0,4.8,916.0,2290.8446023166025,2204.834166666667,-86.01043564993552,-3.7545294675578598,494.208,449.28,1029230.6629288031,1089646.6838400003,5.870017585686373,3.992752851907443
11,Sản phẩm làm sạch,416.57,50.0,2.6,505.0,277.45866715686276,445.1599795454546,167.70131238859182,60.44190801716097,458.22700000000003,416.57,115580.95697753431,203984.32194717502,76.4860988188771,106.70705282745757
12,Mỹ phẩm Nhật Bản,326.52,4035.0,3.4,126.0,3331.199867737927,3221.1246488303714,-110.07521890755561,-3.304371496097078,359.172,326.52,1087703.380813788,1156937.7823697021,6.365191354293212,4.713005606244673
13,Đồ dùng trẻ em,428.15,2514.0,3.3,11.0,2967.1737965374236,3021.085861294905,53.9120647574814,1.8169500155466014,470.96500000000003,428.15,1270395.4609874978,1422825.702664755,11.99864501710128,12.907120024874581
14,Mặt nạ thiên nhiên,418.81,2031.0,3.9,675.0,1968.4741904761906,1924.495523809524,-43.97866666666664,-2.23415002743967,460.69100000000003,418.81,824416.6757133334,886597.7673593335,7.542434969816365,6.42535995609653
15,Sản phẩm dưỡng móng,275.49,2883.0,2.6,710.0,3132.622531629793,3144.183758271207,11.561226641414123,0.36905903997949047,303.03900000000004,275.49,863006.1812386917,952810.3019227484,10.405964943977452,10.590494463967197
16,Sản phẩm bảo vệ môi trường,154.24,378.0,4.3,678.0,431.3915356882281,444.7000762354001,13.308540547172015,3.085025886272896,169.66400000000002,154.24,66537.8304645523,75449.59373440294,13.393528474900204,14.936041418036652
17,Nước tẩy trang,491.71,3043.0,2.5,978.0,2711.7512554541822,2592.381255454182,-119.37000000000035,-4.4019524194894295,540.881,491.71,1333395.209819376,1402169.7658313133,5.1578523385616215,2.9568761288169068
18,Thiết bị thể thao,483.18,841.0,4.5,513.0,875.3134159431836,897.440336011211,22.126920068027403,2.527885402531481,531.498,483.18,422933.9363154275,476987.7437092867,12.780673942784635,14.044616644050375
19,Sản phẩm bảo vệ môi trường,20.41,1590.0,3.3,302.0,2348.1559692268115,2348.1559692268115,0.0,0.0,22.451,20.41,47925.86333191922,52718.44966511115,10.000000000000005,10.000000000000005
20,Mặt nạ thiên nhiên,462.92,2337.0,2.0,747.0,2207.7781111111112,2103.1666666666665,-104.61144444444471,-4.738313325871175,509.21200000000005,462.92,1022024.6431955557,1070957.7046666667,4.787855341541711,2.4186986786061233
21,Đồ dùng học tập,126.1,3375.0,3.7,236.0,3430.0033891590692,3413.945205837241,-16.058183321828437,-0.46816814737216356,138.71,126.1,432523.4273729586,473548.3395016837,9.485015037890632,9.25093096420455
22,Mỹ phẩm hữu cơ,371.42,4425.0,4.5,122.0,3706.6106506465267,3277.979752079507,-428.6308985670198,-11.56395799197997,408.56200000000007,371.42,1376709.327863133,1339257.9634691076,-2.7203537911779643,-8.50233278716795
23,Giày dép,353.45,4496.0,4.5,289.0,4133.187927122803,3776.8229637488944,-356.36496337390827,-8.622036298794216,388.795,353.45,1460875.2728415546,1468409.8841907515,0.5157600713263677,-3.79525807807074
24,Bánh ngọt,91.49,4391.0,2.6,830.0,4088.267927316236,4133.8837148979355,45.61578758169935,1.1157729481698637,100.639,91.49,374035.6326701624,416029.92318361334,11.22735024298686,11.785236717071792
25,Dầu tẩy trang,326.5,3422.0,3.2,794.0,3353.469077634134,3315.0952690122,-38.37380862193413,-1.1443018478347438,359.15000000000003,326.5,1094907.6538475447,1190616.4658657317,8.7412679673818,8.169117043464428
26,Sản phẩm công nghệ,221.06,2744.0,1.7,124.0,3166.1009883466886,3043.2563078347066,-122.844680511982,-3.8799988049695937,243.16600000000003,221.06,699898.284483919,740016.4633509343,5.732001314533448,3.792001912048651
27,Đồ chơi giáo dục,98.91,1833.0,1.5,663.0,1877.1456571587694,1889.5270857301978,12.381428571428387,0.6595880572298691,108.801,98.91,185668.47694957387,205582.43645453124,10.725546862952857,11.055340891567791
28,Sản phẩm dưỡng ẩm,479.55,467.0,4.2,247.0,658.155611111111,895.2364444444445,237.08083333333343,36.02200290188045,527.5050000000001,479.55,315618.5233083333,472241.7006266668,49.62420319206852,67.63520464300875
29,Dầu xả,102.65,2619.0,1.8,397.0,2656.323069317581,2666.254396955664,9.931327638083076,0.37387499106554345,112.91500000000002,102.65,272671.5630654497,301060.11523224885,10.411262490172104,10.598199985704877
30,Mặt nạ ngủ,33.06,4796.0,3.9,226.0,3936.755043342257,3904.525043342257,-32.23000000000002,-0.8186945757396462,36.36600000000001,33.06,130149.12173289503,141991.95772618454,9.099435966686396,8.690088678816574
31,Serum vitamin C,298.11,1004.0,1.8,51.0,2777.433527101305,2795.1041221006885,17.67059499938341,0.6362202669104198,327.92100000000005,298.11,827980.7087641701,916573.3388233801,10.699842293601485,11.017952427056695
32,Bánh kẹo,350.64,3546.0,4.7,15.0,3114.3197411283677,3213.4843805754194,99.16463944705174,3.184150880125199,385.704,350.64,1092005.0740292508,1239453.7795254616,13.50256596813773,15.09464140820033
33,Phụ kiện điện thoại,36.62,1277.0,1.2,35.0,2071.8070306558825,2241.0823023593166,169.2752717034341,8.170416896878942,40.282000000000004,36.62,75869.57346261841,90275.277303638,18.987458586566845,23.072667035006315
34,Văn phòng phẩm,472.9,3165.0,4.2,225.0,3086.7848931998105,3255.565290025208,168.78039682539747,5.467837982401067,520.19,472.9,1459740.5759941903,1693512.5082182132,16.0146217806412,18.748540771841732
35,Đồ handmade,359.92,1917.0,2.0,685.0,1921.2964593042072,1875.2457777194518,-46.050681584755466,-2.3968545490076325,395.91200000000003,359.92,691513.0216327703,742432.3063484636,7.363459996091605,6.165032721587789
36,Sản phẩm tập thể dục,468.2,2141.0,1.2,379.0,2364.9644163054254,2541.077284655104,176.1128683496786,7.446744954615603,515.02,468.2,1107276.3397142002,1308705.6231430715,18.191419450077145,21.914791927384947
37,Serum retinol,202.31,404.0,3.3,402.0,487.4094136776285,489.7400151813879,2.3306015037593966,0.47816095429392985,222.54100000000003,202.31,98607.79848112102,108987.23271848126,10.525977049723343,10.765057526870308
38,Sản phẩm công nghệ,290.37,2814.0,4.4,583.0,3216.4317257137573,3226.979337435368,10.547611721610792,0.32792897910090646,319.40700000000004,290.37,933955.2801955037,1030719.7892322188,10.36072187701101,10.524686366561463
